CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
40395992,MCDONALD'S,BRONX,2516,WHITE PLAINS ROAD,10467,7188827541,Hamburgers,07/24/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,07/24/2015,04/21/2019,Cycle Inspection / Initial Inspection
40395992,MCDONALD'S,BRONX,2516,WHITE PLAINS ROAD,10467,7188827541,Hamburgers,07/24/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,07/24/2015,04/21/2019,Cycle Inspection / Initial Inspection
40395992,MCDONALD'S,BRONX,2516,WHITE PLAINS ROAD,10467,7188827541,Hamburgers,07/26/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,07/26/2016,04/21/2019,Cycle Inspection / Initial Inspection
40395992,MCDONALD'S,BRONX,2516,WHITE PLAINS ROAD,10467,7188827541,Hamburgers,07/26/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,07/26/2016,04/21/2019,Cycle Inspection / Initial Inspection
40395992,MCDONALD'S,BRONX,2516,WHITE PLAINS ROAD,10467,7188827541,Hamburgers,07/26/2016,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,9,A,07/26/2016,04/21/2019,Cycle Inspection / Initial Inspection
40395992,MCDONALD'S,BRONX,2516,WHITE PLAINS ROAD,10467,7188827541,Hamburgers,09/15/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,35,,,04/21/2019,Cycle Inspection / Initial Inspection
40395992,MCDONALD'S,BRONX,2516,WHITE PLAINS ROAD,10467,7188827541,Hamburgers,09/15/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,35,,,04/21/2019,Cycle Inspection / Initial Inspection
40395992,MCDONALD'S,BRONX,2516,WHITE PLAINS ROAD,10467,7188827541,Hamburgers,09/15/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,35,,,04/21/2019,Cycle Inspection / Initial Inspection
40395992,MCDONALD'S,BRONX,2516,WHITE PLAINS ROAD,10467,7188827541,Hamburgers,11/09/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,A,11/09/2017,04/21/2019,Cycle Inspection / Re-inspection
40395992,MCDONALD'S,BRONX,2516,WHITE PLAINS ROAD,10467,7188827541,Hamburgers,11/09/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,11/09/2017,04/21/2019,Cycle Inspection / Re-inspection
40395992,MCDONALD'S,BRONX,2516,WHITE PLAINS ROAD,10467,7188827541,Hamburgers,12/14/2017,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,5,,,04/21/2019,Cycle Inspection / Compliance Inspection
40396399,MCDONALD'S,BRONX,5167,EAST  161 STREET,,7185901990,Hamburgers,02/23/2018,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12,A,02/23/2018,04/21/2019,Cycle Inspection / Initial Inspection
40396399,MCDONALD'S,BRONX,5167,EAST  161 STREET,,7185901990,Hamburgers,02/23/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,02/23/2018,04/21/2019,Cycle Inspection / Initial Inspection
40396399,MCDONALD'S,BRONX,5167,EAST  161 STREET,,7185901990,Hamburgers,02/27/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,9,A,02/27/2019,04/21/2019,Cycle Inspection / Initial Inspection
40396399,MCDONALD'S,BRONX,5167,EAST  161 STREET,,7185901990,Hamburgers,02/27/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,02/27/2019,04/21/2019,Cycle Inspection / Initial Inspection
40396399,MCDONALD'S,BRONX,5167,EAST  161 STREET,,7185901990,Hamburgers,07/08/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,13,A,07/08/2016,04/21/2019,Cycle Inspection / Initial Inspection
40396399,MCDONALD'S,BRONX,5167,EAST  161 STREET,,7185901990,Hamburgers,07/08/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,07/08/2016,04/21/2019,Cycle Inspection / Initial Inspection
40396399,MCDONALD'S,BRONX,5167,EAST  161 STREET,,7185901990,Hamburgers,07/08/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,07/08/2016,04/21/2019,Cycle Inspection / Initial Inspection
40396399,MCDONALD'S,BRONX,5167,EAST  161 STREET,,7185901990,Hamburgers,07/08/2016,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,13,A,07/08/2016,04/21/2019,Cycle Inspection / Initial Inspection
40396399,MCDONALD'S,BRONX,5167,EAST  161 STREET,,7185901990,Hamburgers,08/11/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,18,,,04/21/2019,Cycle Inspection / Initial Inspection
40396399,MCDONALD'S,BRONX,5167,EAST  161 STREET,,7185901990,Hamburgers,08/11/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,18,,,04/21/2019,Cycle Inspection / Initial Inspection
40396399,MCDONALD'S,BRONX,5167,EAST  161 STREET,,7185901990,Hamburgers,08/11/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,,,04/21/2019,Cycle Inspection / Initial Inspection
40396399,MCDONALD'S,BRONX,5167,EAST  161 STREET,,7185901990,Hamburgers,09/11/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,09/11/2017,04/21/2019,Cycle Inspection / Re-inspection
40396399,MCDONALD'S,BRONX,5167,EAST  161 STREET,,7185901990,Hamburgers,09/11/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,09/11/2017,04/21/2019,Cycle Inspection / Re-inspection
40396399,MCDONALD'S,BRONX,5167,EAST  161 STREET,,7185901990,Hamburgers,09/11/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,09/11/2017,04/21/2019,Cycle Inspection / Re-inspection
40399778,MCDONALD'S,BRONX,599,GRAND CONCOURSE,10451,7184028608,Hamburgers,03/25/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,9,A,03/25/2019,04/21/2019,Cycle Inspection / Initial Inspection
40399778,MCDONALD'S,BRONX,599,GRAND CONCOURSE,10451,7184028608,Hamburgers,03/25/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,A,03/25/2019,04/21/2019,Cycle Inspection / Initial Inspection
40399778,MCDONALD'S,BRONX,599,GRAND CONCOURSE,10451,7184028608,Hamburgers,03/31/2017,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,4,A,03/31/2017,04/21/2019,Cycle Inspection / Initial Inspection
40399778,MCDONALD'S,BRONX,599,GRAND CONCOURSE,10451,7184028608,Hamburgers,03/31/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,03/31/2017,04/21/2019,Cycle Inspection / Initial Inspection
40399778,MCDONALD'S,BRONX,599,GRAND CONCOURSE,10451,7184028608,Hamburgers,04/10/2018,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,12,A,04/10/2018,04/21/2019,Cycle Inspection / Initial Inspection
40399778,MCDONALD'S,BRONX,599,GRAND CONCOURSE,10451,7184028608,Hamburgers,04/10/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,04/10/2018,04/21/2019,Cycle Inspection / Initial Inspection
40399778,MCDONALD'S,BRONX,599,GRAND CONCOURSE,10451,7184028608,Hamburgers,04/10/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,04/10/2018,04/21/2019,Cycle Inspection / Initial Inspection
40549913,MCDONALD'S,BRONX,2170,WHITE PLAINS ROAD,10462,7189315822,Hamburgers,04/05/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,04/05/2016,04/21/2019,Cycle Inspection / Initial Inspection
40549913,MCDONALD'S,BRONX,2170,WHITE PLAINS ROAD,10462,7189315822,Hamburgers,04/05/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,04/05/2016,04/21/2019,Cycle Inspection / Initial Inspection
40549913,MCDONALD'S,BRONX,2170,WHITE PLAINS ROAD,10462,7189315822,Hamburgers,06/22/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11,A,06/22/2018,04/21/2019,Cycle Inspection / Initial Inspection
40549913,MCDONALD'S,BRONX,2170,WHITE PLAINS ROAD,10462,7189315822,Hamburgers,06/22/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,06/22/2018,04/21/2019,Cycle Inspection / Initial Inspection
40549913,MCDONALD'S,BRONX,2170,WHITE PLAINS ROAD,10462,7189315822,Hamburgers,06/22/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,06/22/2018,04/21/2019,Cycle Inspection / Initial Inspection
